,english,francais
1612,cities,villes
1613,else,autre
1614,chinese,chinois
1615,leaving,départ
1616,several,plusieurs
1617,such,tel
1618,break,pause
1619,novell,novell
1620,goal,objectif
1621,keyboard,clavier
1622,joined,relié
1623,parallel,parallèle
1624,sometimes,parfois
1625,battle,bataille
1626,wrote,écrit
1627,sound,son
1628,arab,arabe
1629,park,parc
1630,speech,discours
1631,directors,administrateurs
1632,capability,capacité
1633,dead,mort
1634,hong,hong
1635,formed,formé
1636,commission,commission
1637,character,caractère
1638,spreadsheet,tableur
1639,am,suis
1640,carry,porter
1641,sets,ensembles
1642,supplies,provisions
1643,hour,heure
1644,elements,éléments
1645,weekend,weekend
1646,despite,malgré
1647,iraqi,irakien
1648,jury,jury
1649,pages,pages
1650,unchanged,inchangé
1651,post,poste
1652,external,externe
1653,driver,conducteur
1654,agency,agence
1655,nov,novembre
1656,mouse,souris
1657,press,presse
1658,combined,combiné
1659,instance,exemple
1660,balance,équilibre
1661,utilities,utilitaires
1662,implementation,exécution
1663,ones,ceux
1664,installation,installation
1665,creating,créer
1666,controller,contrôleur
1667,makers,décideurs
1668,terminal,terminal
1669,navy,marine
1670,opportunity,occasion
1671,wrong,mal
1672,not,pas
1673,occurred,produit
1674,progress,progrès
1675,processes,processus
1676,personnel,personnel
1677,stand,supporter
1678,interests,intérêts
1679,except,sauf
1680,switch,interrupteur
1681,track,piste
1682,magazine,magazine
1683,bills,billets
1684,documentation,documentation
1685,engine,moteur
1686,iii,iii
1687,conducted,menée
1688,messages,messages
1689,housing,logement
1690,entry,entrée
1691,knowledge,connaissance
1692,england,angleterre
1693,hands,mains
1694,relationship,relations
1695,lives,vie
1696,lawyer,avocat
1697,organizations,organisations
1698,sharply,nettement
1699,notice,avis
1700,combination,combinaison
1701,serve,servir
1702,africa,afrique
1703,library,bibliothèque
1704,institutions,institutions
1705,art,art
1706,follow,suivre
1707,protect,protéger
1708,gone,disparu
1709,floor,étage
1710,calling,appel
1711,heard,entendu
1712,served,servi
1713,played,joué
1714,only,seulement
1715,g,sol
1716,parents,parents
1717,replace,remplacer
1718,considering,considérant
1719,gets,obtient
1720,social,social
1721,travel,voyage
1722,eventually,finalement
1723,aimed,visant
1724,charles,charles
1725,note,remarque
1726,located,situé
1727,decade,décennie
1728,continues,continue
1729,analysts,analystes
1730,processors,processeurs
1731,procedure,procédure
1732,mother,mère
1733,global,mondial
1734,excellent,excellent
1735,model,modèle
1736,northern,nord
1737,mass,masse
1738,digital,numérique
1739,feb,février
1740,printing,impression
1741,jr,jr
1742,unix,unix
1743,restructuring,restructuration
1744,agree,accepter
1745,how,comment
1746,conventional,conventionnel
1747,bell,cloche
1748,widely,largement
1749,standard,standard
1750,applied,appliqué
1751,lawyers,avocats
1752,practice,pratique
1753,solutions,solutions
1754,sought,recherché
1755,boost,augmentation
1756,energy,Énergie
1757,export,exportation
1758,windows,fenêtres
1759,clearly,clairement
1760,showing,présentation
1761,tons,tonnes
1762,candidate,candidat
1763,graphical,graphique
1764,measured,mesuré
1765,equity,équité
1766,choose,choisir
1767,estimate,estimation
1768,mainly,principalement
1769,district,quartier
1770,studied,étudié
1771,integration,intégration
1772,prime,premier
1773,radiation,radiation
1774,drivers,pilotes
1775,experts,experts
1776,closing,fermeture
1777,technique,technique
1778,rebels,rebelles
1779,holds,détient
1780,ran,courut
1781,learn,apprendre
1782,debate,débat
1783,convicted,condamné
1784,refs,refs
1785,steel,acier
1786,families,familles
1787,parameters,paramètres
1788,open,ouvert
1789,predicted,prédit
1790,figs,figues
1791,decisions,décisions
1792,finished,fini
1793,decide,décider
1794,alleged,allégué
1795,direction,direction
1796,launched,lancé
1797,candidates,candidats
1798,kong,kong
1799,load,charge
1800,chairman,président
1801,environments,environnements
1802,times,fois
1803,physical,physique
1804,steps,mesures
1805,filing,dépôt
1806,stations,stations
1807,rally,rassemblement
1808,felt,feutre
1809,spread,propagation
1810,trouble,difficulté
1811,exports,exportations
1812,race,course
1813,south,sud
1814,father,père
1815,ensure,assurer
1816,books,livres
1817,actions,actes
1818,influence,influence
1819,financial,financier
1820,thus,ainsi
1821,affected,affecté
1822,positions,positions
1823,setting,réglage
1824,reporting,rapports
1825,proposals,propositions
1826,emergency,urgence
1827,reaction,réaction
1828,differences,différences
1829,grow,croître
1830,floppy,souple
1831,possibility,possibilité
1832,represents,représente
1833,soviets,soviétiques
1834,instead,plutôt
1835,injured,blessé
1836,student,étudiant
1837,compaq,compaq
1838,automatic,automatique
1839,auto,auto
1840,managing,gérant
1841,mixed,mixte
1842,indicate,indiquer
1843,fear,peur
1844,presence,présence
1845,positive,positif
1846,peter,peter
1847,spring,printemps
1848,ruled,statué
1849,changing,changement
1850,blood,sang
1851,violence,violence
1852,certainly,sûrement
1853,becomes,devient
1854,substantial,substantiel
1855,fired,tiré
1856,authority,autorité
1857,bytes,octets
1858,improvement,amélioration
1859,entered,entrée
1860,people,personnes
1861,manual,manuel
1862,hot,chaud
1863,launch,lancer
1864,north,nord
1865,congressional,congrès
1866,sides,côtés
1867,ohio,ohio
1868,vendor,vendeur
1869,movie,film
1870,agents,agents
1871,elected,élu
1872,forward,avant
1873,becoming,devenir
1874,style,style
1875,suffered,souffert
1876,saudi,saoudien
1877,employee,employé
1878,school,École
1879,column,colonne
1880,johnson,johnson
1881,picture,image
1882,immediate,immédiat
1883,characters,caractères
1884,killing,meurtre
1885,challenge,défi
1886,theory,théorie
1887,arrived,arrivée
1888,purpose,but
1889,friends,amis
1890,hurt,blesser
1891,revenues,recettes
1892,inches,pouces
1893,handling,manipulation
1894,consumers,consommateurs
1895,contact,contact
1896,expanded,étendu
1897,commerce,commerce
1898,links,links
1899,networking,réseautage
1900,trend,tendance
1901,interfaces,interfaces
1902,my,ma
1903,financing,financement
1904,confirmed,confirmé
1905,scale,échelle
1906,signal,signal
1907,closely,étroitement
1908,victims,victimes
1909,recommended,recommandé
1910,coast,côte
1911,voters,électeurs
1912,onto,sur
1913,optical,optique
1914,linked,lié
1915,home,maison
1916,finally,enfin
1917,modules,modules
1918,threat,menace
1919,backup,sauvegarde
1920,knew,savait
1921,african,africain
1922,directory,annuaire
1923,willing,prêt
1924,advance,avancer
1925,observed,observé
1926,module,module
1927,select,sélectionner
1928,accident,accident
1929,expressed,exprimé
1930,fees,honoraires
1931,contrast,contraster
1932,baker,boulanger
1933,leadership,leadership
1934,mind,esprit
1935,nor,ni
1936,trade,commerce
1937,their,leur
1938,road,route
1939,ease,facilité
1940,ministry,ministère
1941,church,église
1942,significantly,significativement
1943,responsibility,responsabilité
1944,series,série
1945,traded,négociés
1946,control,contrôle
1947,sort,sorte
1948,disease,maladie
1949,background,fond
1950,protocol,protocole
1951,tasks,tâches
1952,actual,réel
1953,ps,ps
1954,lose,perdre
1955,statements,déclarations
1956,expand,étendre
1957,waiting,attente
1958,telecommunications,télécommunications
1959,yet,encore
1960,cache,cachette
1961,reform,réforme
1962,protest,protestation
1963,scheme,programme
1964,1980s,1980
1965,involving,impliquant
1966,partner,partenaire
1967,declared,déclaré
1968,returns,résultats
1969,english,anglais
1970,double,double
1971,shipping,livraison
1972,collection,collection
1973,sales,ventes
1974,regular,régulier
1975,equivalent,équivalent
1976,limits,limites
1977,signs,signes
1978,technologies,technologies
1979,purchased,acheté
1980,pass,passer
1981,selection,sélection
1982,voted,voté
1983,criminal,criminel
1984,investments,investissements
1985,paying,payant
1986,houses,maisons
1987,weather,temps
1988,bar,bar
1989,represent,représenter
1990,reference,référence
1991,font,fonte
1992,talking,parlant
1993,wait,attendre
1994,broke,cassé
1995,owns,propriétaire
1996,cancer,cancer
1997,drawing,dessin
1998,accepted,accepté
1999,owners,propriétaires
2000,parent,mère
2001,imports,importations
2002,experimental,expérimental
2003,transmission,transmission
2004,faces,visages
2005,seemed,semblait
2006,adopted,adopté
2007,controlled,contrôlée
2008,posted,posté
2009,license,licence
2010,nature,nature
2011,defined,défini
2012,hotel,hôtel
2013,discount,rabais
2014,chain,chaîne
2015,labor,travail
2016,affect,affecter
2017,cbs,cbs
2018,farm,ferme
2019,demands,demandes
2020,proprietary,propriétaire
2021,contain,contenir
2022,efficiency,efficacité
2023,stored,stocké
2024,displays,affiche
2025,concept,concept
2026,finding,conclusion
2027,solid,solide
2028,acquire,acquérir
2029,promised,promis
2030,street,rue
2031,covered,couvert
2032,players,joueurs
2033,king,roi
2034,technologies,technologies
2035,productivity,productivité
2036,version,version
2037,ad,annonce
2038,whom,qui
2039,high,Élevé
2040,treated,traité
2041,primarily,principalement
2042,trip,voyage
2043,health,santé
2044,division,division
2045,fixed,fixé
2046,strategic,stratégique
2047,hill,colline
2048,expert,expert
2049,professional,professionnel
2050,degree,degré
2051,connected,lié
2052,officials,fonctionnaires
2053,rating,évaluation
2054,farmers,agriculteurs
2055,forecast,prévision
2056,buildings,bâtiments
2057,fed,fed
2058,core,noyau
2059,vehicles,véhicules
2060,still,encore
2061,mark,marque
2062,establish,établir
2063,like,comme
2064,location,emplacement
2065,paris,paris
2066,spoke,rayon
2067,sells,vend
2068,familiar,familier
2069,pretty,assez
2070,meetings,réunions
2071,illegal,illégal
2072,compatibility,compatibilité
2073,weak,faible
2074,owner,propriétaire
2075,brown,brun
2076,dispute,différend
2077,push,pousser
2078,valley,vallée
2079,apply,appliquer
2080,earned,gagné
2081,before,avant
2082,husband,mari
2083,ban,interdire
2084,investor,investisseur
2085,payment,paiement
2086,bottom,bas
2087,middle,milieu
2088,reducing,réduire
2089,letters,courrier
2090,vms,vms
2091,happen,arriver
2092,manufacturer,fabricant
2093,lawsuit,procès
2094,tough,difficile
2095,join,joindre
2096,lists,listes
2097,match,match
2098,metal,métal
2099,keeping,garde
2100,manage,gérer
2101,older,plus
2102,identify,identifier
2103,portable,portable
2104,cited,cité
2105,seats,sièges
2106,macro,macro
2107,victory,victoire
2108,monthly,mensuel
2109,round,tour
2110,resulting,résultant
2111,red,rouge
2112,portion,partie
2113,votes,votes
2114,carrying,réalisation
2115,schedule,calendrier
2116,cpu,cpu
2117,copies,copies
2118,looked,regardé
2119,colors,couleurs
2120,martin,hirondelle
2121,transactions,transactions
2122,worst,pire
2123,republicans,républicains
2124,import,importation
2125,stopped,arrêté
2126,korea,corée
2127,approximately,environ
2128,reviewed,revue
2129,begun,commencé
2130,assistant,assistant
2131,author,auteur
2132,jim,jim
2133,sharp,net
2134,expenses,frais
2135,generated,généré
2136,love,aimer
2137,council,conseil
2138,massachusetts,massachusetts
2139,frank,franc
2140,virtually,pratiquement
2141,trust,confiance
2142,generate,générer
2143,reserve,réserve
2144,governments,gouvernements
2145,deputy,adjoint
2146,consists,consiste
2147,ending,fin
2148,putting,putting
2149,partners,partenaires
2150,fraud,fraude
2151,river,rivière
2152,preferred,préféré
2153,attacks,attaques
2154,career,carrière
2155,public,public
2156,thus,ainsi
2157,risc,risc
2158,communication,communication
2159,transport,transport
2160,equal,égal
2161,supporting,porteur
2162,century,siècle
2163,heavily,fortement
2164,conservative,conservateur
2165,behavior,comportement
2166,bob,bob
2167,delay,retard
2168,christian,chrétien
2169,summit,sommet
2170,pilot,pilote
2171,competitors,concurrents
2172,confidence,confiance
2173,correct,correct
2174,playing,jouer
2175,completely,complètement
2176,containing,contenant
2177,bankruptcy,faillite
2178,sophisticated,sophistiqué
2179,attractive,attrayant
2180,provisions,dispositions
2181,door,porte
2182,daughter,fille
2183,murder,assassiner
2184,programmers,programmeurs
2185,managed,géré
2186,therefore,donc
2187,typical,typique
2188,achieved,atteint
2189,removed,retiré
2190,fewer,moins
2191,dozen,douzaine
2192,opposed,opposé
2193,suggest,suggérer
2194,power,puissance
2195,ratio,rapport
2196,deals,offres
2197,capable,capable
2198,extremely,extrêmement
2199,cutting,coupe
2200,pentagon,pentagone
2201,principal,principal
2202,the,le
2203,efficient,efficace
2204,price,prix
2205,obtain,obtenir
2206,amounts,montants
2207,achieve,atteindre
2208,middle,milieu
2209,ounce,once
2210,industries,industries
2211,x,x
2212,urged,exhorté
2213,falling,chute
2214,guilty,coupable
2215,structures,structures
2216,assistance,assistance
2217,prove,prouver
2218,games,jeux
2219,tabs,onglets
2220,industry,industrie
2221,rain,pluie
2222,discovered,découvert
2223,agreements,accords
2224,agent,agent
2225,detailed,détaillé
2226,wounded,blessés
2227,authors,auteurs
2228,enhanced,renforcée
2229,graphics,graphique
2230,menus,menus
2231,producers,producteurs
2232,hospital,hôpital
2233,relative,relatif
2234,split,divisé
2235,count,compter
2236,degrees,degrés
2237,airport,aéroport
2238,indian,indien
2239,knows,sait
2240,reforms,réformes
2241,nbc,nbc
2242,describes,décrit
2243,views,vues
2244,gov,gov
2245,ca,californie
2246,associates,associés
2247,palestinian,palestinien
2248,atlanta,atlanta
2249,path,chemin
2250,dc,dc
2251,governor,gouverneur
2252,content,content
2253,characteristics,caractéristiques
2254,electronics,électronique
2255,wave,vague
2256,unique,unique
2257,employment,emploi
2258,restrictions,restrictions
2259,pound,livre
2260,favor,favoriser
2261,truck,camion
2262,screens,écrans
2263,represented,représenté
2264,investigated,enquête
2265,tables,tableaux
2266,lebanon,liban
2267,individuals,personnes
2268,missing,manquant
2269,doctors,médecins
2270,producing,production
